negocio,etapa1_cotacao,etapa2_autorizacao,etapa3_cirurgia,etapa4_faturamento,status,ganho,ano,mes,vendedor,cliente,tipo_pagador,estado,produto,linha_produto,valor,receita_ganha,valor_perdido,motivo_perda,etapa_perda,dias_consignacao,dias_pagamento,ciclo_total_dias,dias_cotacao_autorizacao,dias_cirurgia_faturamento,valor_glosado,valor_recuperado,glosa_nao_recuperada
FH-2024-01809,2024-10-04,,,,Perdido,0,2024,2024-10,Verônica Sá,Bem-Estar Saúde,Operadora verticalizada,PE,Stent farmacológico,Cardiologia,120239,0,120239,Sem contrato para atender,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01322,2024-10-05,,,,Perdido,0,2024,2024-10,Diego Fontes,Hospital Monte Sinai,Hospital privado,PE,Malha e tela cirúrgica,Cirurgia geral,24952,0,24952,Sem contrato para atender,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01507,2024-10-07,,,,Perdido,0,2024,2024-10,Rogério Lins,Hospital Ilha do Leite,Hospital privado,PE,Cateter para angioplastia,Cardiologia,113516,0,113516,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01629,2024-10-07,2024-10-19,2024-10-28,2024-12-15,Ganho,1,2024,2024-10,Verônica Sá,Bem-Estar Saúde,Operadora verticalizada,PE,Cateter para angioplastia,Cardiologia,97039,97039,0,,,23,122,145,12,48,5865,1652,4213
FH-2024-01657,2024-10-07,2024-10-23,2024-11-10,2025-01-05,Ganho,1,2024,2024-11,Joana Rios,Hospital São Rafael de Olinda,Hospital privado,PE,Cateter para angioplastia,Cardiologia,151722,151722,0,,,8,64,72,16,56,2994,1982,1012
FH-2024-01419,2024-10-08,2024-11-03,2024-11-15,2025-01-02,Ganho,1,2024,2024-11,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Material para artroscopia,Ortopedia,264636,264636,0,,,54,169,223,26,48,35303,11665,23638
FH-2024-01631,2024-10-08,2024-11-02,2024-11-18,2025-01-15,Ganho,1,2024,2024-11,Marcelo Bastos,Vitalis Rede Integrada,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,657196,657196,0,,,43,140,183,25,58,58089,40969,17120
FH-2024-01626,2024-10-09,2024-10-20,2024-11-02,2024-12-22,Ganho,1,2024,2024-11,Marcelo Bastos,Hospital Regional de Campina Grande,Hospital público,PB,Material para artroscopia,Ortopedia,76144,76144,0,,,44,129,173,11,50,8567,2901,5666
FH-2024-01735,2024-10-09,2024-10-14,2024-10-21,2024-11-13,Ganho,1,2024,2024-10,Marcelo Bastos,Saúde Atlântico,Operadora não verticalizada,AL,Introdutor e guia,Cardiologia,125325,125325,0,,,29,147,176,5,23,13160,6497,6663
FH-2024-01670,2024-10-10,,,,Perdido,0,2024,2024-10,Cíntia Barbosa,Hospital Municipal de Jaboatão,Hospital público,PE,Material para artroscopia,Ortopedia,62007,0,62007,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01746,2024-10-10,2024-10-21,2024-10-29,2024-12-29,Ganho,1,2024,2024-10,Rogério Lins,Saúde Atlântico,Operadora não verticalizada,AL,Kit de consumo cirúrgico,Cirurgia geral,73148,73148,0,,,44,124,168,11,61,3603,1042,2561
FH-2024-01621,2024-10-11,2024-10-24,2024-10-27,2024-12-16,Ganho,1,2024,2024-10,Verônica Sá,Hospital Farol de Maceió,Hospital privado,AL,Implante de quadril,Ortopedia,118556,118556,0,,,37,95,132,13,50,4603,3416,1187
FH-2024-01402,2024-10-13,,,,Perdido,0,2024,2024-10,Joana Rios,Vitalis Rede Integrada,Operadora verticalizada,PE,Cateter para angioplastia,Cardiologia,95013,0,95013,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01426,2024-10-14,2024-10-30,2024-11-06,2024-12-03,Ganho,1,2024,2024-11,Marcelo Bastos,Hospital Rio Doce,Hospital privado,AL,Grampeador cirúrgico,Cirurgia geral,33719,33719,0,,,41,141,182,16,27,2557,774,1783
FH-2024-01464,2024-10-14,2024-10-26,2024-11-13,2025-02-02,Ganho,1,2024,2024-11,Rogério Lins,Vitalis Rede Integrada,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,433065,433065,0,,,31,107,138,12,81,33864,22220,11644
FH-2024-01380,2024-10-15,2024-11-10,2024-12-01,2025-02-28,Ganho,1,2024,2024-12,Tatiana Coelho,Hospital Farol de Maceió,Hospital privado,AL,Haste intramedular,Ortopedia,101201,101201,0,,,31,83,114,26,89,5209,2999,2210
FH-2024-01633,2024-10-15,2024-11-07,2024-11-10,2025-01-24,Perdido,0,2024,2024-11,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Marcapasso,Cardiologia,2097085,0,2097085,Glosa não recuperada,E4 Faturamento,67,0,67,23,75,0,0,0
FH-2024-01685,2024-10-15,2024-11-09,2024-11-12,2025-02-14,Ganho,1,2024,2024-11,Tatiana Coelho,Hospital Monte Sinai,Hospital privado,PE,Cateter para angioplastia,Cardiologia,55643,55643,0,,,12,85,97,25,94,2311,1470,841
FH-2024-01740,2024-10-16,,,,Perdido,0,2024,2024-10,Marcelo Bastos,Bem-Estar Saúde,Operadora verticalizada,PE,Malha e tela cirúrgica,Cirurgia geral,23825,0,23825,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01805,2024-10-16,2024-11-08,2024-11-19,2024-12-12,Ganho,1,2024,2024-11,Joana Rios,Hospital Graças,Hospital privado,PE,Placas e parafusos,Ortopedia,45641,45641,0,,,21,67,88,23,23,815,577,238
FH-2024-01466,2024-10-17,,,,Perdido,0,2024,2024-10,Rogério Lins,Vitalis Rede Integrada,Operadora verticalizada,PE,Material para artroscopia,Ortopedia,227921,0,227921,Produto indisponível em estoque,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01307,2024-10-18,,,,Perdido,0,2024,2024-10,Paulo Menezes,Vitalis Rede Integrada,Operadora verticalizada,PE,Introdutor e guia,Cardiologia,60029,0,60029,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01415,2024-10-18,,,,Perdido,0,2024,2024-10,Diego Fontes,Vitalis Rede Integrada,Operadora verticalizada,PE,Grampeador cirúrgico,Cirurgia geral,75458,0,75458,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01504,2024-10-18,,,,Perdido,0,2024,2024-10,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Grampeador cirúrgico,Cirurgia geral,178766,0,178766,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01760,2024-10-18,,,,Perdido,0,2024,2024-10,Verônica Sá,Hospital São Fidélis,Hospital privado,PE,Cateter para angioplastia,Cardiologia,92714,0,92714,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01411,2024-10-19,2024-10-27,2024-11-13,2024-12-16,Ganho,1,2024,2024-11,Paulo Menezes,Hospital Estadual de Pernambuco,Hospital público,PE,Kit de consumo cirúrgico,Cirurgia geral,82590,82590,0,,,45,99,144,8,33,6129,2026,4103
FH-2024-01773,2024-10-19,2024-11-11,2024-11-16,2025-01-15,Ganho,1,2024,2024-11,Paulo Menezes,Hospital Estadual de Arapiraca,Hospital público,PE,Material para artroscopia,Ortopedia,183619,183619,0,,,48,113,161,23,60,16381,10103,6278
FH-2024-01727,2024-10-20,2024-10-31,2024-11-16,2025-02-18,Ganho,1,2024,2024-11,Ricardo Aragão,Hospital Municipal do Cabo,Hospital público,PE,Material para artroscopia,Ortopedia,221654,221654,0,,,68,162,230,11,94,18918,11405,7513
FH-2024-01351,2024-10-21,2024-10-24,2024-11-13,2024-12-12,Ganho,1,2024,2024-11,Tatiana Coelho,Hospital São Rafael de Olinda,Hospital privado,PE,Cateter para angioplastia,Cardiologia,102766,102766,0,,,28,88,116,3,29,3344,1930,1414
FH-2024-01584,2024-10-21,2024-11-06,2024-11-19,,Perdido,0,2024,2024-11,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,279477,0,279477,Material devolvido sem uso,E3 Cirurgia,66,0,66,16,0,0,0,0
FH-2024-01436,2024-10-22,,,,Perdido,0,2024,2024-10,Paulo Menezes,Centro Cirúrgico Casa Forte,Hospital privado,PE,Grampeador cirúrgico,Cirurgia geral,17439,0,17439,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01329,2024-10-23,,,,Perdido,0,2024,2024-10,Cíntia Barbosa,Hospital Sete Coqueiros,Hospital privado,PE,Marcapasso,Cardiologia,59804,0,59804,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01800,2024-10-23,2024-11-04,2024-11-07,2025-01-15,Ganho,1,2024,2024-11,Diego Fontes,Bom Viver Planos,Operadora não verticalizada,RN,Haste intramedular,Ortopedia,65749,65749,0,,,56,155,211,12,69,4129,2997,1132
FH-2024-01645,2024-10-24,,,,Perdido,0,2024,2024-10,Paulo Menezes,Hospital Rio Doce,Hospital privado,AL,Marcapasso,Cardiologia,82861,0,82861,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01652,2024-10-24,,,,Perdido,0,2024,2024-10,Ricardo Aragão,Bem-Estar Saúde,Operadora verticalizada,PE,Implante de joelho,Ortopedia,406220,0,406220,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01323,2024-10-25,2024-11-03,2024-11-17,2025-01-03,Ganho,1,2024,2024-11,Ricardo Aragão,Bom Viver Planos,Operadora não verticalizada,RN,Introdutor e guia,Cardiologia,269234,269234,0,,,68,163,231,9,47,25081,17372,7709
FH-2024-01377,2024-10-25,2024-11-18,2024-12-06,2024-12-25,Ganho,1,2024,2024-12,Verônica Sá,Bom Viver Planos,Operadora não verticalizada,RN,Implante de quadril,Ortopedia,69411,69411,0,,,32,93,125,24,19,3552,1126,2426
FH-2024-01506,2024-10-28,2024-11-12,2024-11-17,2025-02-10,Perdido,0,2024,2024-11,Tatiana Coelho,Hospital Piedade,Hospital privado,RN,Implante de quadril,Ortopedia,180488,0,180488,Nota fiscal não autorizada pelo hospital,E4 Faturamento,25,0,25,15,85,0,0,0
FH-2024-01458,2024-11-01,,,,Perdido,0,2024,2024-11,Tatiana Coelho,Hospital Municipal de Jaboatão,Hospital público,PE,Material para artroscopia,Ortopedia,120543,0,120543,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01705,2024-11-01,,,,Perdido,0,2024,2024-11,Diego Fontes,Bom Viver Planos,Operadora não verticalizada,RN,Implante de quadril,Ortopedia,140702,0,140702,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01354,2024-11-02,2024-11-15,2024-11-17,2024-12-08,Ganho,1,2024,2024-11,Diego Fontes,Hospital Casa Amarela,Hospital privado,PE,Stent farmacológico,Cardiologia,207073,207073,0,,,42,153,195,13,21,28083,11666,16417
FH-2024-01484,2024-11-02,,,,Perdido,0,2024,2024-11,Ricardo Aragão,Prever Saúde,Operadora não verticalizada,PE,Grampeador cirúrgico,Cirurgia geral,198549,0,198549,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01636,2024-11-02,2024-11-06,2024-11-15,2024-12-09,Ganho,1,2024,2024-11,Ricardo Aragão,Bom Viver Planos,Operadora não verticalizada,RN,Marcapasso,Cardiologia,275911,275911,0,,,69,149,218,4,24,33794,18929,14865
FH-2024-01599,2024-11-03,,,,Perdido,0,2024,2024-11,Marcelo Bastos,Vitalis Rede Integrada,Operadora verticalizada,PE,Haste intramedular,Ortopedia,45058,0,45058,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01335,2024-11-05,2024-11-27,2024-12-01,2025-01-27,Ganho,1,2024,2024-12,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Haste intramedular,Ortopedia,225554,225554,0,,,71,178,249,22,57,16386,12057,4329
FH-2024-01381,2024-11-05,2024-11-09,2024-11-20,2025-02-16,Ganho,1,2024,2024-11,Marcelo Bastos,Hospital Municipal de Jaboatão,Hospital público,PE,Material para artroscopia,Ortopedia,262594,262594,0,,,29,140,169,4,88,14065,7949,6116
FH-2024-01690,2024-11-05,2024-11-22,2024-12-07,2025-03-04,Ganho,1,2024,2024-12,Tatiana Coelho,Bem-Estar Saúde,Operadora verticalizada,PE,Grampeador cirúrgico,Cirurgia geral,16211,16211,0,,,32,96,128,17,87,373,276,97
FH-2024-01456,2024-11-06,2024-11-19,,,Perdido,0,2024,2024-11,Cíntia Barbosa,Hospital Municipal do Cabo,Hospital público,PE,Implante de quadril,Ortopedia,33726,0,33726,Autorização expirou,E2 Autorizacao,0,0,0,13,0,0,0,0
FH-2024-01483,2024-11-07,2024-11-26,2024-12-07,2024-12-31,Ganho,1,2024,2024-12,Cíntia Barbosa,Hospital Municipal de Caruaru,Hospital público,RN,Grampeador cirúrgico,Cirurgia geral,114281,114281,0,,,31,118,149,19,24,5707,2019,3688
FH-2024-01558,2024-11-08,2024-11-15,2024-11-24,2025-01-26,Ganho,1,2024,2024-11,Marcelo Bastos,Hospital Municipal do Cabo,Hospital público,PE,Implante de joelho,Ortopedia,105735,105735,0,,,39,146,185,7,63,10749,7712,3037
FH-2024-01517,2024-11-10,2024-11-19,2024-12-07,2025-01-03,Ganho,1,2024,2024-12,Diego Fontes,Vitalis Rede Integrada,Operadora verticalizada,PE,Grampeador cirúrgico,Cirurgia geral,58626,58626,0,,,54,128,182,9,27,4309,1201,3108
FH-2024-01750,2024-11-10,2024-11-25,2024-12-13,2025-01-25,Ganho,1,2024,2024-12,Rogério Lins,Hospital São Rafael de Olinda,Hospital privado,PE,Placas e parafusos,Ortopedia,37711,37711,0,,,51,132,183,15,43,2953,1725,1228
FH-2024-01717,2024-11-11,2024-12-02,2024-12-11,2025-01-19,Ganho,1,2024,2024-12,Tatiana Coelho,Hospital Regional de Petrolina,Hospital público,PE,Stent farmacológico,Cardiologia,335325,335325,0,,,27,109,136,21,39,11398,8062,3336
FH-2024-01613,2024-11-12,2024-11-22,2024-11-26,2025-01-20,Ganho,1,2024,2024-11,Paulo Menezes,Clínica Cirúrgica Derby,Hospital privado,PB,Implante de quadril,Ortopedia,31027,31027,0,,,27,104,131,10,55,1566,458,1108
FH-2024-01326,2024-11-13,,,,Perdido,0,2024,2024-11,Joana Rios,Hospital Real do Recife,Hospital privado,PB,Haste intramedular,Ortopedia,24779,0,24779,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01310,2024-11-14,2024-11-24,2024-11-29,2025-01-01,Ganho,1,2024,2024-11,Marcelo Bastos,Vitalis Rede Integrada,Operadora verticalizada,PE,Material para artroscopia,Ortopedia,53250,53250,0,,,47,114,161,10,33,5048,2991,2057
FH-2024-01566,2024-11-14,,,,Perdido,0,2024,2024-11,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Implante de quadril,Ortopedia,108825,0,108825,Produto indisponível em estoque,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01739,2024-11-14,2024-12-04,2024-12-20,2025-01-11,Ganho,1,2024,2024-12,Tatiana Coelho,Hospital Nossa Senhora do Carmo,Hospital privado,PE,Implante de joelho,Ortopedia,102784,102784,0,,,18,95,113,20,22,5006,2660,2346
FH-2024-01811,2024-11-14,,,,Perdido,0,2024,2024-11,Paulo Menezes,Prever Saúde,Operadora não verticalizada,PE,Placas e parafusos,Ortopedia,28385,0,28385,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01391,2024-11-17,2024-11-21,2024-11-30,2025-01-05,Ganho,1,2024,2024-11,Rogério Lins,Bom Viver Planos,Operadora não verticalizada,RN,Haste intramedular,Ortopedia,77594,77594,0,,,30,106,136,4,36,6678,2768,3910
FH-2024-01557,2024-11-17,2024-12-10,2024-12-27,2025-01-23,Ganho,1,2024,2024-12,Paulo Menezes,Clínica Cardio Espinheiro,Hospital privado,AL,Placas e parafusos,Ortopedia,113536,113536,0,,,34,124,158,23,27,9751,6953,2798
FH-2024-01374,2024-11-18,,,,Perdido,0,2024,2024-11,Joana Rios,Vitalis Rede Integrada,Operadora verticalizada,PE,Malha e tela cirúrgica,Cirurgia geral,27195,0,27195,Produto indisponível em estoque,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01726,2024-11-18,2024-12-10,2024-12-19,2025-02-08,Ganho,1,2024,2024-12,Paulo Menezes,Prever Saúde,Operadora não verticalizada,PE,Implante de quadril,Ortopedia,178706,178706,0,,,42,126,168,22,51,10517,7177,3340
FH-2024-01743,2024-11-20,2024-11-27,2024-12-15,2025-01-12,Ganho,1,2024,2024-12,Paulo Menezes,Bom Viver Planos,Operadora não verticalizada,RN,Marcapasso,Cardiologia,97957,97957,0,,,45,120,165,7,28,6471,2936,3535
FH-2024-01775,2024-11-20,2024-12-05,2024-12-13,2025-03-17,Ganho,1,2024,2024-12,Tatiana Coelho,Hospital São Fidélis,Hospital privado,PE,Material para artroscopia,Ortopedia,28716,28716,0,,,16,87,103,15,94,1543,414,1129
FH-2024-01538,2024-11-22,2024-12-03,,,Perdido,0,2024,2024-11,Cíntia Barbosa,Hospital Boa Vista,Hospital privado,PB,Material para artroscopia,Ortopedia,68717,0,68717,Cirurgia cancelada,E2 Autorizacao,0,0,0,11,0,0,0,0
FH-2024-01432,2024-11-23,2024-12-05,2024-12-07,2025-02-22,Ganho,1,2024,2024-12,Cíntia Barbosa,Hospital Farol de Maceió,Hospital privado,AL,Grampeador cirúrgico,Cirurgia geral,38259,38259,0,,,33,129,162,12,77,2320,955,1365
FH-2024-01311,2024-11-27,2024-12-22,2024-12-27,2025-03-20,Ganho,1,2024,2024-12,Diego Fontes,Hospital Monte Sinai,Hospital privado,PE,Marcapasso,Cardiologia,85448,85448,0,,,35,135,170,25,83,8619,6376,2243
FH-2024-01603,2024-11-27,2024-12-22,2025-01-08,2025-03-12,Ganho,1,2025,2025-01,Ricardo Aragão,Bem-Estar Saúde,Operadora verticalizada,PE,Material para artroscopia,Ortopedia,147510,147510,0,,,65,139,204,25,63,15670,9449,6221
FH-2024-01758,2024-11-27,2024-12-04,2024-12-09,2025-01-15,Ganho,1,2024,2024-12,Ricardo Aragão,Bem-Estar Saúde,Operadora verticalizada,PE,Implante de joelho,Ortopedia,582160,582160,0,,,62,164,226,7,37,59745,32181,27564
FH-2024-01416,2024-11-28,,,,Perdido,0,2024,2024-11,Diego Fontes,Hospital Ilha do Leite,Hospital privado,PE,Cateter para angioplastia,Cardiologia,302829,0,302829,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01366,2024-12-01,2024-12-09,2024-12-27,2025-02-21,Ganho,1,2024,2024-12,Verônica Sá,Hospital Regional do Agreste,Hospital público,RN,Malha e tela cirúrgica,Cirurgia geral,41670,41670,0,,,25,116,141,8,56,1573,881,692
FH-2024-01451,2024-12-02,,,,Perdido,0,2024,2024-12,Rogério Lins,Vitalis Rede Integrada,Operadora verticalizada,PE,Material para artroscopia,Ortopedia,141329,0,141329,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01513,2024-12-04,2024-12-21,2024-12-27,2025-01-29,Ganho,1,2024,2024-12,Cíntia Barbosa,Hospital Regional de Petrolina,Hospital público,PE,Cateter para angioplastia,Cardiologia,126620,126620,0,,,22,118,140,17,33,3223,1007,2216
FH-2024-01612,2024-12-04,,,,Perdido,0,2024,2024-12,Paulo Menezes,Hospital São Fidélis,Hospital privado,PE,Introdutor e guia,Cardiologia,183786,0,183786,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01660,2024-12-04,2024-12-08,,,Perdido,0,2024,2024-12,Cíntia Barbosa,Prever Saúde,Operadora não verticalizada,PE,Malha e tela cirúrgica,Cirurgia geral,25082,0,25082,Procedimento não autorizado pelo pagador,E2 Autorizacao,0,0,0,4,0,0,0,0
FH-2024-01398,2024-12-05,2024-12-27,2025-01-01,2025-03-20,Ganho,1,2025,2025-01,Marcelo Bastos,Vitalis Rede Integrada,Operadora verticalizada,PE,Grampeador cirúrgico,Cirurgia geral,155263,155263,0,,,46,132,178,22,78,11718,7540,4178
FH-2024-01594,2024-12-05,,,,Perdido,0,2024,2024-12,Joana Rios,Hospital São Rafael de Olinda,Hospital privado,PE,Material para artroscopia,Ortopedia,35689,0,35689,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01388,2024-12-09,,,,Perdido,0,2024,2024-12,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Implante de joelho,Ortopedia,335546,0,335546,Produto indisponível em estoque,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01417,2024-12-09,2024-12-25,2024-12-27,2025-02-23,Perdido,0,2024,2024-12,Ricardo Aragão,Bem-Estar Saúde,Operadora verticalizada,PE,Cateter para angioplastia,Cardiologia,1033470,0,1033470,Nota fiscal não autorizada pelo hospital,E4 Faturamento,61,0,61,16,58,0,0,0
FH-2024-01435,2024-12-09,2024-12-19,2025-01-09,2025-02-20,Ganho,1,2025,2025-01,Tatiana Coelho,Bem-Estar Saúde,Operadora verticalizada,PE,Implante de quadril,Ortopedia,241870,241870,0,,,28,86,114,10,42,11379,6309,5070
FH-2024-01683,2024-12-09,2024-12-17,,,Perdido,0,2024,2024-12,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,308054,0,308054,Cirurgia cancelada,E2 Autorizacao,0,0,0,8,0,0,0,0
FH-2024-01762,2024-12-11,2024-12-28,2025-01-03,2025-03-18,Ganho,1,2025,2025-01,Verônica Sá,Hospital Casa Amarela,Hospital privado,PE,Stent farmacológico,Cardiologia,19740,19740,0,,,33,121,154,17,74,992,273,719
FH-2024-01383,2024-12-12,,,,Perdido,0,2024,2024-12,Joana Rios,Hospital Ponta Verde,Hospital privado,PE,Implante de quadril,Ortopedia,55220,0,55220,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01587,2024-12-13,,,,Perdido,0,2024,2024-12,Diego Fontes,Vitalis Rede Integrada,Operadora verticalizada,PE,Stent farmacológico,Cardiologia,619003,0,619003,Produto indisponível em estoque,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01422,2024-12-15,,,,Perdido,0,2024,2024-12,Marcelo Bastos,Saúde Atlântico,Operadora não verticalizada,AL,Placas e parafusos,Ortopedia,128173,0,128173,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01498,2024-12-15,2025-01-07,2025-01-11,2025-02-05,Ganho,1,2025,2025-01,Ricardo Aragão,Bem-Estar Saúde,Operadora verticalizada,PE,Haste intramedular,Ortopedia,218899,218899,0,,,67,166,233,23,25,15907,10379,5528
FH-2024-01785,2024-12-15,2025-01-07,2025-01-18,2025-03-04,Ganho,1,2025,2025-01,Cíntia Barbosa,Bom Viver Planos,Operadora não verticalizada,RN,Grampeador cirúrgico,Cirurgia geral,18358,18358,0,,,30,102,132,23,45,565,331,234
FH-2024-01373,2024-12-18,,,,Perdido,0,2024,2024-12,Paulo Menezes,Bom Viver Planos,Operadora não verticalizada,RN,Implante de joelho,Ortopedia,59070,0,59070,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01741,2024-12-18,2025-01-08,2025-01-29,2025-04-09,Ganho,1,2025,2025-01,Joana Rios,Hospital Torre,Hospital privado,PE,Introdutor e guia,Cardiologia,95576,95576,0,,,20,66,86,21,70,4030,2299,1731
FH-2024-01710,2024-12-21,2025-01-09,2025-01-30,2025-05-02,Ganho,1,2025,2025-01,Cíntia Barbosa,Hospital Regional de Campina Grande,Hospital público,PB,Implante de quadril,Ortopedia,61387,61387,0,,,26,105,131,19,92,3305,1406,1899
FH-2024-01330,2024-12-22,2025-01-07,2025-01-27,,Perdido,0,2025,2025-01,Tatiana Coelho,Bem-Estar Saúde,Operadora verticalizada,PE,Introdutor e guia,Cardiologia,257242,0,257242,Troca de fornecedor em sala,E3 Cirurgia,26,0,26,16,0,0,0,0
FH-2024-01494,2024-12-23,2025-01-06,,,Perdido,0,2024,2024-12,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Introdutor e guia,Cardiologia,349423,0,349423,Procedimento não autorizado pelo pagador,E2 Autorizacao,0,0,0,14,0,0,0,0
FH-2024-01313,2024-12-24,2025-01-08,,,Perdido,0,2024,2024-12,Joana Rios,Hospital Ilha do Leite,Hospital privado,PE,Marcapasso,Cardiologia,42714,0,42714,Cirurgia cancelada,E2 Autorizacao,0,0,0,15,0,0,0,0
FH-2024-01363,2024-12-24,,,,Perdido,0,2024,2024-12,Joana Rios,Clínica Vida Nova,Hospital privado,PE,Implante de joelho,Ortopedia,79546,0,79546,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01356,2024-12-25,,,,Perdido,0,2024,2024-12,Rogério Lins,Hospital Regional de Petrolina,Hospital público,PE,Implante de joelho,Ortopedia,743326,0,743326,Produto indisponível em estoque,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01514,2024-12-26,2024-12-31,2025-01-06,2025-03-04,Ganho,1,2025,2025-01,Cíntia Barbosa,Bem-Estar Saúde,Operadora verticalizada,PE,Introdutor e guia,Cardiologia,296675,296675,0,,,16,116,132,5,57,11290,2902,8388
FH-2024-01536,2024-12-26,2025-01-18,2025-02-04,2025-04-14,Ganho,1,2025,2025-02,Diego Fontes,Vitalis Rede Integrada,Operadora verticalizada,PE,Kit de consumo cirúrgico,Cirurgia geral,96400,96400,0,,,54,151,205,23,69,6937,3370,3567
FH-2024-01556,2024-12-27,2025-01-13,2025-02-02,2025-02-23,Ganho,1,2025,2025-02,Cíntia Barbosa,Hospital Sete Coqueiros,Hospital privado,PE,Placas e parafusos,Ortopedia,33690,33690,0,,,28,111,139,17,21,1078,787,291
FH-2024-01616,2024-12-27,2024-12-30,2025-01-04,2025-03-16,Ganho,1,2025,2025-01,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Malha e tela cirúrgica,Cirurgia geral,176356,176356,0,,,46,176,222,3,71,23449,7548,15901
FH-2024-01766,2024-12-27,,,,Perdido,0,2024,2024-12,Tatiana Coelho,Saúde Atlântico,Operadora não verticalizada,AL,Implante de joelho,Ortopedia,64234,0,64234,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01539,2024-12-28,2025-01-20,,,Perdido,0,2024,2024-12,Diego Fontes,Hospital Vila Nova,Hospital privado,AL,Implante de joelho,Ortopedia,42878,0,42878,Procedimento não autorizado pelo pagador,E2 Autorizacao,0,0,0,23,0,0,0,0
FH-2024-01759,2024-12-28,2025-01-05,,,Perdido,0,2024,2024-12,Rogério Lins,Vitalis Rede Integrada,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,293200,0,293200,Procedimento não autorizado pelo pagador,E2 Autorizacao,0,0,0,8,0,0,0,0
FH-2025-02201,2025-01-01,2025-01-15,2025-01-18,2025-02-25,Perdido,0,2025,2025-01,Anderson Melo,Hospital Areia Preta,Hospital privado,AL,Material para artroscopia,Ortopedia,167401,0,167401,Divergência na folha de sala,E4 Faturamento,38,0,38,14,38,0,0,0
